,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,1,2,2,1,0,400,2,54,182,octf2cw.bmp,I5,1712582987.341505,1712582987.7924626,rshift,"[['lshift', 13.987223399999948]]",1712582988.492579,1712582988.5085363,None,None,None,1712582989.2261496,None
1,1,2,2,0,0,300,2,52,180,octe1cw.bmp,I2,1712582989.84274,1712582990.1932573,rshift,"[['lshift', 16.281231999999818]]",1712582990.8932376,1712582990.9101934,None,None,None,1712582991.6280658,None
2,1,2,1,0,0,300,2,51,179,octe5cw.bmp,S4,1712582992.2454913,1712582992.5957887,lshift,"[['lshift', 18.680764600000202]]",1712582993.2954354,1712582993.31239,None,None,None,1712582994.0302444,None
3,1,1,1,1,0,250,1,1,65,Squb6cw.bmp,S2,1712582994.6471872,1712582994.9470077,lshift,"[['lshift', 21.03198059999977]]",1712582995.6466389,1712582995.6640441,None,None,None,1712582996.3821704,None
4,1,1,2,1,1,300,1,8,72,Squb7cw.bmp,I1,1712582996.9987595,1712582997.3492515,rshift,"[['lshift', 23.434251199999835]]",1712582998.049448,1712582998.0664027,1712582998.7839959,"[['lctrl', 26.923286499999904]]",1712583001.8382456,1712583001.8526673,None
5,1,2,1,1,0,300,2,53,181,octb6.bmp,S3,1712583002.4703836,1712583002.8209019,lshift,"[['lshift', 28.906151600000157]]",1712583003.5212967,1712583003.5372996,None,None,None,1712583004.2547438,None
6,1,2,1,1,0,400,2,53,181,octb3.bmp,S5,1712583004.872339,1712583005.3219917,lshift,"[['lshift', 31.406971700000213]]",1712583006.021612,1712583006.0391614,None,None,None,1712583006.7565227,None
7,1,1,2,1,0,350,1,2,66,Squa4cw.bmp,I3,1712583007.3740945,1712583007.7745845,rshift,"[['lshift', 33.86013110000022]]",1712583008.4751246,1712583008.491082,None,None,None,1712583009.2086902,None
8,1,2,1,0,1,250,2,57,185,octf8cw.bmp,S1,1712583009.826269,1712583010.1280918,lshift,"[['lshift', 36.21328790000007]]",1712583010.8283558,1712583010.8439238,1712583011.5605242,"[['rctrl', 38.37429410000004]]",1712583013.2892628,1712583013.3122017,None
9,1,2,2,1,0,200,2,54,182,octa3cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
10,1,2,2,0,0,350,2,52,180,octf4cw.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
11,1,1,1,0,0,200,1,3,67,Squd7cw.bmp,S5,None,None,None,None,None,None,None,None,None,None,None
12,1,2,1,0,0,250,2,51,179,octe4cw.bmp,S4,None,None,None,None,None,None,None,None,None,None,None
13,1,1,2,1,1,350,1,8,72,sque8cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
14,1,1,2,0,0,350,1,4,68,Squa2cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
15,1,1,1,1,1,200,1,7,71,Squd3cw.bmp,S1,None,None,None,None,None,None,None,None,None,None,None
16,1,2,2,0,0,200,2,52,180,octe6cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
17,1,1,2,1,0,400,1,2,66,Squa3cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
18,1,2,1,0,0,250,2,51,179,octf7cw.bmp,S2,None,None,None,None,None,None,None,None,None,None,None
19,1,2,2,1,0,250,2,54,182,octa7cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
20,1,2,1,0,1,400,2,57,185,octd7cw.bmp,S3,None,None,None,None,None,None,None,None,None,None,None
21,1,1,1,1,0,350,1,1,65,Squd5cw.bmp,S2,None,None,None,None,None,None,None,None,None,None,None
22,1,1,2,0,0,300,1,4,68,sque2cw.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
23,1,1,2,1,0,200,1,2,66,Squb5cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
24,1,2,1,0,0,350,2,51,179,octe2cw.bmp,S1,None,None,None,None,None,None,None,None,None,None,None
25,1,1,1,1,1,250,1,7,71,sque6cw.bmp,S5,None,None,None,None,None,None,None,None,None,None,None
26,1,2,2,0,0,250,2,52,180,octe7cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
27,1,2,2,0,0,300,2,52,180,octd8cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
28,1,2,1,0,0,200,2,51,179,octf3cw.bmp,S3,None,None,None,None,None,None,None,None,None,None,None
29,1,1,2,0,0,200,1,4,68,squf7cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
30,1,2,2,0,1,250,2,58,186,octd1cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
31,1,2,1,0,0,400,2,51,179,octb4.bmp,S4,None,None,None,None,None,None,None,None,None,None,None
32,1,1,2,1,0,250,1,2,66,sque3cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
33,1,2,2,0,0,250,2,52,180,octd5cw.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
34,1,1,1,1,0,200,1,1,65,Squa1cw.bmp,S1,None,None,None,None,None,None,None,None,None,None,None
35,1,1,1,1,1,300,1,7,71,squf4cw.bmp,S4,None,None,None,None,None,None,None,None,None,None,None
36,1,2,2,0,0,200,2,52,180,octf5cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
37,1,1,1,1,1,400,1,7,71,Squa6cw.bmp,S2,None,None,None,None,None,None,None,None,None,None,None
38,1,1,1,0,0,400,1,3,67,Squb3cw.bmp,S5,None,None,None,None,None,None,None,None,None,None,None
39,1,1,2,0,0,250,1,4,68,Squd2cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
40,1,2,1,0,0,400,2,51,179,octb1.bmp,S3,None,None,None,None,None,None,None,None,None,None,None
41,1,1,1,1,0,250,1,1,65,Squb4cw.bmp,S1,None,None,None,None,None,None,None,None,None,None,None
42,1,2,2,0,1,400,2,58,186,octd2cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
43,1,1,2,1,0,300,1,2,66,squf5cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
44,1,2,1,0,0,200,2,51,179,octa2cw.bmp,S4,None,None,None,None,None,None,None,None,None,None,None
45,1,1,1,1,0,300,1,1,65,squf1cw.bmp,S3,None,None,None,None,None,None,None,None,None,None,None
46,1,2,2,0,1,300,2,58,186,octd3cw.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
47,1,2,2,1,0,300,2,54,182,octf6cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
48,1,2,1,0,1,300,2,57,185,octb8.bmp,S2,None,None,None,None,None,None,None,None,None,None,None
49,1,1,1,0,0,350,1,3,67,squf2cw.bmp,S5,None,None,None,None,None,None,None,None,None,None,None
50,1,2,2,1,0,350,2,54,182,octb7.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
51,1,2,2,0,0,400,2,52,180,octd6cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
52,1,1,1,1,0,300,1,1,65,squf8cw.bmp,S5,None,None,None,None,None,None,None,None,None,None,None
53,1,2,2,0,1,350,2,58,186,octa5cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
54,1,2,1,0,0,300,2,51,179,octa1cw.bmp,S3,None,None,None,None,None,None,None,None,None,None,None
55,1,1,1,1,0,200,1,1,65,Squd4cw.bmp,S4,None,None,None,None,None,None,None,None,None,None,None
56,1,1,2,1,0,400,1,2,66,Squd1cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
57,1,1,2,1,1,250,1,8,72,Squb1cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
58,1,2,1,1,0,200,2,53,181,octa6cw.bmp,S2,None,None,None,None,None,None,None,None,None,None,None
59,1,1,1,1,0,400,1,1,65,squf6cw.bmp,S1,None,None,None,None,None,None,None,None,None,None,None
60,1,1,2,0,0,400,1,4,68,squf3cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
61,1,2,2,0,0,350,2,52,180,octa4cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
62,1,1,1,1,1,350,1,7,71,sque7cw.bmp,S5,None,None,None,None,None,None,None,None,None,None,None
63,1,1,1,0,0,300,1,3,67,Squa8cw.bmp,S2,None,None,None,None,None,None,None,None,None,None,None
64,1,1,2,1,0,300,1,2,66,Squd6cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
65,1,2,1,0,0,350,2,51,179,octb5.bmp,S4,None,None,None,None,None,None,None,None,None,None,None
66,1,2,1,1,0,350,2,53,181,octb2cw.bmp,S3,None,None,None,None,None,None,None,None,None,None,None
67,1,2,2,0,1,200,2,58,186,octa8cw.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
68,1,1,1,1,0,400,1,1,65,Squa5cw.bmp,S1,None,None,None,None,None,None,None,None,None,None,None
69,1,2,1,1,0,250,2,53,181,octf3cw.bmp,S4,None,None,None,None,None,None,None,None,None,None,None
70,1,1,2,1,0,350,1,2,66,Squa7cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
71,1,2,2,0,0,400,2,52,180,octe6cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
72,1,2,1,0,1,350,2,57,185,octf5cw.bmp,S5,None,None,None,None,None,None,None,None,None,None,None
73,1,1,2,1,0,200,1,2,66,sque5cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
74,1,1,2,1,1,200,1,8,72,Squb2cw.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
75,1,1,1,1,0,350,1,1,65,Squa6cw.bmp,S3,None,None,None,None,None,None,None,None,None,None,None
76,1,2,1,0,1,200,2,57,185,octb1.bmp,S2,None,None,None,None,None,None,None,None,None,None,None
77,1,1,2,1,0,250,1,2,66,Squa7cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
78,1,1,1,0,0,250,1,3,67,Squb2cw.bmp,S1,None,None,None,None,None,None,None,None,None,None,None
79,1,1,2,1,1,400,1,8,72,Squa8cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
80,2,1,1,1,0,200,1,1,65,Squb1cw.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
81,2,1,2,1,0,300,1,2,66,squf3cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
82,2,2,1,0,0,250,2,51,179,octe2cw.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
83,2,2,1,0,0,300,2,51,179,octb5.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
84,2,1,2,1,1,250,1,8,72,squf5cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
85,2,2,2,0,0,300,2,52,180,octb3.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
86,2,2,1,0,1,200,2,57,185,octa5cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
87,2,2,1,0,0,350,2,51,179,octd8cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
88,2,1,2,1,0,250,1,2,66,Squa1cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
89,2,2,2,1,0,350,2,54,182,octa4cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
90,2,2,1,0,0,350,2,51,179,octd5cw.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
91,2,2,1,0,1,400,2,57,185,octe4cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
92,2,1,2,0,0,300,1,4,68,squf1cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
93,2,2,1,0,0,400,2,51,179,octb8.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
94,2,1,2,0,0,350,1,4,68,Squa2cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
95,2,1,1,1,0,400,1,1,65,Squb3cw.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
96,2,1,2,1,1,400,1,8,72,sque5cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
97,2,2,2,0,0,300,2,52,180,octe5cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
98,2,2,1,1,0,250,2,53,181,octa6cw.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
99,2,2,2,0,0,250,2,52,180,octb4.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
100,2,1,1,0,0,250,1,3,67,Squb7cw.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
101,2,2,2,0,1,250,2,58,186,octa1cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
102,2,2,2,0,0,400,2,52,180,octe7cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
103,2,1,1,0,0,400,1,3,67,Squd1cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
104,2,1,1,1,1,400,1,7,71,Squa5cw.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
105,2,1,2,0,0,400,1,4,68,sque2cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
106,2,2,2,0,0,200,2,52,180,octa3cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
107,2,2,1,1,0,200,2,53,181,octd1cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
108,2,2,1,0,0,300,2,51,179,octf2cw.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
109,2,1,2,1,1,300,1,8,72,sque7cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
110,2,1,1,1,0,200,1,1,65,Squd2cw.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
111,2,2,1,0,0,200,2,51,179,octd2cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
112,2,2,2,0,0,400,2,52,180,octa8cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
113,2,2,1,0,0,400,2,51,179,octd3cw.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
114,2,1,2,1,1,200,1,8,72,Squb5cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
115,2,2,2,1,0,300,2,54,182,octb6.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
116,2,2,1,0,0,250,2,51,179,octb7.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
117,2,1,2,0,0,200,1,4,68,squf8cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
118,2,2,1,0,1,350,2,57,185,octf8cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
119,2,2,1,1,0,300,2,53,181,octf6cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
120,2,1,2,1,1,350,1,8,72,Squd4cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
121,2,1,2,1,0,200,1,2,66,Squb4cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
122,2,1,1,0,0,300,1,3,67,Squd6cw.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
123,2,2,2,0,0,250,2,52,180,octb2cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
124,2,2,1,0,0,200,2,51,179,octd7cw.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
125,2,2,1,0,1,250,2,57,185,octa2cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
126,2,1,2,1,0,400,1,2,66,Squb6cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
127,2,2,2,1,0,400,2,54,182,octf7cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
128,2,2,1,0,1,300,2,57,185,octf4cw.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
129,2,1,1,1,0,250,1,1,65,squf7cw.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
130,2,1,2,1,0,250,1,2,66,Squa3cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
131,2,1,1,1,0,300,1,1,65,squf2cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
132,2,2,2,0,1,300,2,58,186,octa7cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
133,2,2,2,0,0,200,2,52,180,octd6cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
134,2,1,1,1,1,200,1,7,71,sque3cw.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
135,2,1,1,1,0,350,1,1,65,Squd3cw.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
136,2,2,2,0,0,350,2,52,180,octe1cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
137,2,2,2,1,0,250,2,54,182,octd8cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
138,2,1,1,0,0,200,1,3,67,squf6cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
139,2,1,1,1,1,300,1,7,71,Squd5cw.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
140,2,1,2,1,0,400,1,2,66,squf4cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
141,2,2,1,1,0,400,2,53,181,octa8cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
142,2,1,1,1,1,350,1,7,71,sque8cw.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
143,2,1,2,1,0,350,1,2,66,Squa4cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
144,2,2,2,0,1,200,2,58,186,octe1cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
145,2,1,1,1,0,300,1,1,65,sque6cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
146,2,1,2,1,0,350,1,2,66,Squd7cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
147,2,1,1,1,0,400,1,1,65,squf2cw.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
148,2,2,2,1,0,200,2,54,182,octd6cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
149,2,2,2,0,1,400,2,58,186,octa3cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
150,2,1,1,1,0,250,1,1,65,sque2cw.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
151,2,1,1,0,0,350,1,3,67,Squd1cw.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
152,2,1,2,1,0,300,1,2,66,Squa8cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
153,2,2,2,0,0,350,2,52,180,octf2cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
154,2,1,1,1,1,250,1,7,71,Squa6cw.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
155,2,2,1,1,0,350,2,53,181,octf6cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
156,2,1,2,0,0,250,1,4,68,squf6cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
157,2,2,2,0,1,350,2,58,186,octb5.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
158,2,1,1,1,0,350,1,1,65,Squa3cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
159,2,1,2,1,0,200,1,2,66,sque5cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
160,3,1,1,1,0,250,1,1,65,Squb5cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
161,3,2,2,0,0,300,2,52,180,octd2cw.bmp,S5,None,None,None,None,None,None,None,None,None,None,None
162,3,2,1,0,0,350,2,51,179,octd3cw.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
163,3,2,1,0,1,250,2,57,185,octa5cw.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
164,3,1,2,0,0,400,1,4,68,Squd3cw.bmp,S3,None,None,None,None,None,None,None,None,None,None,None
165,3,1,2,1,0,300,1,2,66,Squa5cw.bmp,S4,None,None,None,None,None,None,None,None,None,None,None
166,3,2,1,1,0,300,2,53,181,octb2cw.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
167,3,1,2,1,0,400,1,2,66,Squd6cw.bmp,S1,None,None,None,None,None,None,None,None,None,None,None
168,3,1,2,1,1,400,1,8,72,squf4cw.bmp,S2,None,None,None,None,None,None,None,None,None,None,None
169,3,2,1,0,0,300,2,51,179,octe6cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
170,3,1,2,1,0,350,1,2,66,Squd5cw.bmp,S5,None,None,None,None,None,None,None,None,None,None,None
171,3,2,1,0,1,350,2,57,185,octe4cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
172,3,2,1,1,0,400,2,53,181,octf8cw.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
173,3,2,2,1,0,250,2,54,182,octb1.bmp,S4,None,None,None,None,None,None,None,None,None,None,None
174,3,1,1,1,0,400,1,1,65,Squb6cw.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
175,3,2,1,0,0,250,2,51,179,octe5cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
176,3,2,2,0,1,350,2,58,186,octf7cw.bmp,S2,None,None,None,None,None,None,None,None,None,None,None
177,3,2,2,1,0,300,2,54,182,octa1cw.bmp,S1,None,None,None,None,None,None,None,None,None,None,None
178,3,1,1,1,1,400,1,7,71,Squa1cw.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
179,3,2,2,0,0,200,2,52,180,octb7.bmp,S3,None,None,None,None,None,None,None,None,None,None,None
180,3,1,2,1,1,250,1,8,72,sque7cw.bmp,S4,None,None,None,None,None,None,None,None,None,None,None
181,3,1,1,1,0,300,1,1,65,Squb4cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
182,3,1,1,1,0,350,1,1,65,sque6cw.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
183,3,2,2,0,0,400,2,52,180,octb6.bmp,S3,None,None,None,None,None,None,None,None,None,None,None
